,ID,Sale_Price,No of Bedrooms,No of Bathrooms,Flat Area (in Sqft),Lot Area (in Sqft),No of Floors,No of Times Visited,Overall Grade,Area of the House from Basement (in Sqft),Basement Area (in Sqft),Age of House (in Years),Latitude,Longitude,Living Area after Renovation (in Sqft),Lot Area after Renovation (in Sqft),Year Since Renovation,Condition_of_the_House_Excellent,Condition_of_the_House_Fair,Condition_of_the_House_Good,Condition_of_the_House_Okay,Ever_Renovated_Yes,Waterfront_View_Yes,Zipcode_Group_Zipcode_Group_1,Zipcode_Group_Zipcode_Group_2,Zipcode_Group_Zipcode_Group_3,Zipcode_Group_Zipcode_Group_4,Zipcode_Group_Zipcode_Group_5,Zipcode_Group_Zipcode_Group_6,Zipcode_Group_Zipcode_Group_7,Zipcode_Group_Zipcode_Group_8,Zipcode_Group_Zipcode_Group_9
19083,8567450220,550000.0,4,2.5,2890.0,9045.0,2.0,0,8,2890.0,0,17,47.7385,-121.965,2840.0,10114,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
19084,1556200205,774900.0,5,1.0,1750.0,3861.0,1.5,0,7,1750.0,0,115,47.6075,-122.295,1700.0,4255,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
19085,9476200580,250000.0,3,1.0,1010.0,8711.0,1.0,0,6,1010.0,0,74,47.4914,-122.186,1250.0,8053,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19086,8965410150,962800.0,4,2.5,3780.0,23623.0,2.0,0,9,3780.0,0,21,47.559,-122.118,3370.0,10210,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
19087,5031300011,299500.0,3,1.75,1880.0,11700.0,1.0,0,7,1880.0,0,50,47.3213,-122.187,2230.0,35200,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
19088,5101408735,250000.0,2,1.0,800.0,5220.0,1.0,0,6,800.0,0,75,47.7037,-122.32,1910.0,5376,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
19089,2623069010,745000.0,5,4.0,4720.0,493534.0,2.0,0,9,3960.0,760,43,47.4536,-122.009,2160.0,219542,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19090,2624089040,279475.0,2,1.0,1060.0,10600.0,1.5,0,6,1060.0,0,50,47.5375,-121.742,1560.0,21344,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
19091,3345700165,450000.0,3,2.25,2530.0,27227.0,2.0,0,8,2530.0,0,31,47.527,-122.193,2160.0,30192,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
19092,379000051,307700.0,5,2.25,1980.0,13132.0,1.0,0,7,1260.0,720,56,47.3984,-122.301,1880.0,11325,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19093,871000155,665000.0,3,1.0,1650.0,5102.0,1.0,0,8,1300.0,350,65,47.6524,-122.404,1440.0,5102,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
19094,7852020580,375000.0,3,2.75,1890.0,3930.0,2.0,0,8,1890.0,0,19,47.5337,-121.867,2100.0,4259,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
19095,7298050110,420000.0,4,2.5,3360.0,11637.0,2.0,0,10,3360.0,0,28,47.3018,-122.342,3530.0,11205,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19096,2114700615,148000.0,2,1.0,630.0,4200.0,1.0,0,6,630.0,0,88,47.5329,-122.348,970.0,4200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19097,809001965,707000.0,3,1.5,1980.0,4000.0,2.0,0,8,1980.0,0,99,47.6364,-122.351,1980.0,3600,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
19098,9557200090,399000.0,3,1.0,990.0,4250.0,1.0,0,7,840.0,150,94,47.5392,-122.39,990.0,4500,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
19099,5126210360,570000.0,4,2.5,3420.0,115434.0,2.0,0,9,3420.0,0,29,47.3932,-121.988,3250.0,111513,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
19100,3528000210,853000.0,4,2.25,3440.0,35025.0,2.0,0,10,3440.0,0,30,47.6674,-122.055,3210.0,35005,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
19101,424059052,400000.0,3,1.0,1300.0,14138.0,1.0,0,7,1300.0,0,75,47.593,-122.165,2440.0,12196,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
19102,594000115,615000.0,2,1.75,2040.0,28593.0,1.5,3,7,2040.0,0,99,47.3979,-122.465,2040.0,35124,27,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
19103,2207100740,463000.0,3,1.0,1250.0,7700.0,1.0,0,7,1250.0,0,63,47.5974,-122.149,1520.0,7700,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
19104,7784000100,600000.0,4,2.5,1960.0,14242.0,1.0,1,8,1290.0,670,60,47.4947,-122.369,2490.0,10907,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
19105,3732800495,429000.0,5,2.5,2720.0,8120.0,1.0,0,7,1360.0,1360,48,47.557,-122.308,2020.0,8120,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
19106,2025059131,980000.0,4,4.25,3250.0,11780.0,2.0,0,8,2360.0,890,74,47.6322,-122.203,1800.0,9000,16,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
19107,6699000740,359500.0,6,3.75,3190.0,4700.0,2.0,0,8,3190.0,0,15,47.3724,-122.105,2680.0,5640,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19108,8651610580,715000.0,4,2.5,2570.0,7980.0,2.0,0,9,2570.0,0,20,47.6378,-122.065,2760.0,6866,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
19109,5412300100,240000.0,3,1.75,1420.0,6984.0,1.0,0,7,980.0,440,38,47.3748,-122.18,1430.0,7875,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19110,8096600100,455000.0,4,2.0,2120.0,9442.0,1.0,0,7,1060.0,1060,50,47.7675,-122.226,1290.0,9600,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19111,722079015,610000.0,3,2.5,2080.0,167270.0,1.0,0,7,2080.0,0,18,47.4032,-121.963,2080.0,55321,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
19112,339350150,675000.0,3,2.75,2740.0,5735.0,2.0,0,9,2740.0,0,14,47.6862,-122.093,2210.0,5026,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
19113,2560805440,283500.0,3,1.75,1250.0,5375.0,1.0,0,7,1250.0,0,33,47.3787,-122.323,1320.0,6258,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19114,7131300047,235000.0,2,1.0,2150.0,4500.0,1.5,0,7,1260.0,890,101,47.5158,-122.267,1590.0,5010,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
19115,3459600180,827000.0,4,2.5,3230.0,12100.0,1.0,0,9,1870.0,1360,41,47.562,-122.146,2670.0,10200,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
19116,7663700663,353000.0,2,1.0,860.0,8511.0,1.0,0,7,860.0,0,69,47.7312,-122.3,1554.0,8499,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
19117,5415350770,747500.0,4,2.5,2810.0,11902.0,2.0,0,9,2810.0,0,25,47.5303,-122.143,2990.0,10754,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
19118,3083000940,341000.0,2,1.0,1040.0,4000.0,1.0,0,6,1040.0,0,104,47.5753,-122.303,1740.0,4000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
19119,1670400090,182000.0,3,1.0,1160.0,18055.0,1.0,0,5,1160.0,0,68,47.4772,-122.269,1340.0,10324,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19120,2781250610,250000.0,3,2.0,1470.0,2781.0,2.0,0,6,1470.0,0,15,47.349,-122.024,1360.0,3008,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
19121,3764500090,655000.0,4,3.5,2350.0,13402.0,2.0,3,8,1670.0,680,24,47.6947,-122.19,2250.0,9474,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
19122,7401000040,405000.0,3,2.25,1660.0,8307.0,1.0,0,8,1660.0,0,57,47.7575,-122.352,2510.0,7800,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
19123,4323700230,390000.0,4,1.75,2020.0,9750.0,1.0,0,7,1100.0,920,43,47.6192,-122.055,1670.0,9600,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
19124,3500100047,275400.0,2,1.0,890.0,8180.0,1.0,0,7,890.0,0,71,47.737,-122.3,1130.0,8180,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
19125,3885807362,791000.0,3,2.25,2430.0,5500.0,2.0,0,8,1810.0,620,29,47.6812,-122.196,2040.0,5500,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
19126,7199340650,424500.0,3,1.75,1460.0,7700.0,1.0,0,7,1460.0,0,39,47.6981,-122.127,1720.0,7280,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
19127,5014000120,430000.0,3,1.0,980.0,7200.0,1.0,0,7,980.0,0,68,47.5718,-122.395,1180.0,6572,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
19128,3758900037,865000.0,4,2.5,2580.0,10631.0,2.0,2,9,2580.0,0,26,47.6993,-122.206,4220.0,10631,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
19129,2724201202,163000.0,2,2.0,1250.0,7543.0,1.0,0,7,1250.0,0,56,47.4051,-122.296,1250.0,7506,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19130,7855600730,920000.0,4,2.75,3140.0,9085.0,1.0,2,8,1570.0,1570,57,47.5675,-122.16,2430.0,9350,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19131,7151700360,1030000.0,5,3.25,2680.0,3011.0,2.0,0,9,1870.0,810,108,47.6115,-122.287,3440.0,5165,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
19132,3811300090,325000.0,3,1.75,1810.0,8048.0,1.0,0,7,1290.0,520,35,47.4484,-122.194,1550.0,9081,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19133,538000450,315000.0,5,2.5,2090.0,4698.0,2.0,0,7,2090.0,0,20,47.3538,-122.025,2070.0,4698,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
19134,6303400475,227000.0,4,1.0,1120.0,8763.0,1.0,0,6,1120.0,0,47,47.508,-122.358,1120.0,8636,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
19135,3388110230,179000.0,4,1.75,1790.0,7175.0,1.5,0,6,1410.0,380,118,47.4963,-122.318,1790.0,8417,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19136,9834201215,276000.0,2,1.0,870.0,2676.0,1.0,0,7,820.0,50,14,47.5702,-122.287,1500.0,1719,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
19137,844000375,335000.0,4,1.5,3160.0,19745.0,1.5,0,6,1840.0,1320,50,47.3103,-122.006,1540.0,8611,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
19138,3816700150,430000.0,3,2.0,2350.0,12480.0,1.0,0,7,1600.0,750,37,47.7661,-122.262,2160.0,12000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
19139,7237301210,266490.0,3,2.5,1810.0,4113.0,2.0,0,7,1810.0,0,14,47.3715,-122.126,1880.0,4465,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19140,130000175,655000.0,4,2.75,3160.0,8197.0,1.0,0,8,1580.0,1580,56,47.7004,-122.287,2050.0,8197,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
19141,9468200175,635500.0,3,2.0,1660.0,3600.0,1.0,0,7,1000.0,660,79,47.6789,-122.351,1700.0,4356,11,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
19142,8643200061,235000.0,5,2.5,2500.0,9583.0,1.0,0,7,1300.0,1200,39,47.3946,-122.312,2120.0,19352,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19143,7805460760,885000.0,3,2.5,2880.0,11443.0,2.0,0,9,2880.0,0,32,47.5633,-122.111,2840.0,12530,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
19144,6713700155,352500.0,3,1.0,1470.0,8400.0,1.0,0,7,1470.0,0,65,47.7628,-122.354,1470.0,8400,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
19145,3236500220,450000.0,3,2.5,1460.0,7573.0,2.0,0,8,1460.0,0,35,47.6012,-122.141,1910.0,7668,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
19146,3625049042,1129575.0,5,6.0,5490.0,19897.0,2.0,0,10,5490.0,0,13,47.6165,-122.236,2910.0,17600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
19147,7935000450,1050000.0,3,2.25,2480.0,15022.0,1.0,4,9,1330.0,1150,51,47.5497,-122.396,2500.0,8178,14,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
19148,1324300018,476000.0,2,2.25,1140.0,1332.0,3.0,0,8,1140.0,0,19,47.6543,-122.356,1140.0,1267,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
19149,4123820450,375000.0,3,2.5,1830.0,13042.0,2.0,0,8,1830.0,0,28,47.3738,-122.042,1940.0,6996,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
19150,9325200120,600600.0,4,3.5,3110.0,6829.0,2.0,0,8,3110.0,0,4,47.4349,-122.328,2910.0,7425,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19151,3918400097,567000.0,4,1.75,2630.0,11213.0,1.0,2,8,1430.0,1200,70,47.7158,-122.366,2240.0,15186,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
19152,8126300410,650000.0,4,1.75,2390.0,12000.0,1.0,0,8,1470.0,920,39,47.7061,-122.163,2110.0,12000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
19153,7227800040,190000.0,5,2.0,1750.0,10284.0,1.0,0,5,1750.0,0,75,47.5094,-122.182,1560.0,9010,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
19154,1020069042,858000.0,4,3.5,4370.0,422967.0,1.0,2,10,2580.0,1790,40,47.2332,-122.029,3260.0,422967,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19155,3213200245,435500.0,1,1.75,1020.0,4512.0,1.0,0,7,770.0,250,81,47.6724,-122.266,1230.0,5029,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
19156,455000760,685000.0,3,2.0,2500.0,6733.0,1.0,0,8,1770.0,730,39,47.6691,-122.36,1770.0,6343,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
19157,104510230,252000.0,3,2.0,1540.0,7210.0,2.0,0,7,1540.0,0,34,47.3128,-122.351,1500.0,7210,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19158,4140090110,512500.0,4,2.25,2200.0,6900.0,2.0,0,8,2200.0,0,43,47.7682,-122.261,2400.0,6900,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
19159,6072500490,423800.0,3,2.5,1940.0,7415.0,2.0,0,8,1940.0,0,53,47.542,-122.176,1940.0,8425,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
19160,6705120100,460000.0,3,2.25,1453.0,2225.0,2.0,0,8,1453.0,0,32,47.5429,-122.188,1860.0,2526,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
19161,3764390100,434000.0,3,2.75,1830.0,3200.0,2.0,0,8,1830.0,0,27,47.7155,-122.218,2030.0,3331,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
19162,2988800011,244000.0,3,1.0,2000.0,15900.0,1.0,0,6,1000.0,1000,70,47.4816,-122.233,1760.0,10500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19163,1073100065,348125.0,3,1.0,1400.0,8451.0,1.5,0,7,1400.0,0,65,47.7719,-122.337,1590.0,8433,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
19164,1136100062,585000.0,4,3.25,2400.0,29252.0,2.0,0,8,2400.0,0,36,47.743,-122.131,2280.0,45000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
19165,3356402020,230000.0,3,1.0,1390.0,16000.0,1.0,0,6,1390.0,0,58,47.2898,-122.251,1420.0,10000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19166,8039900180,450000.0,3,2.0,1680.0,11250.0,1.0,0,8,1680.0,0,51,47.4861,-121.786,1760.0,12160,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
19167,4174600391,393000.0,5,2.0,1820.0,5054.0,1.0,0,7,910.0,910,48,47.5547,-122.299,1180.0,5628,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
19168,6865200981,517000.0,2,1.0,1140.0,3750.0,1.0,0,7,1140.0,0,93,47.6619,-122.343,1660.0,4000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
19169,1236900090,400000.0,3,1.0,1060.0,12690.0,1.0,0,7,1060.0,0,49,47.6736,-122.167,1920.0,10200,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
19170,925069152,890000.0,2,1.75,3050.0,50965.0,2.0,0,10,3050.0,0,27,47.6744,-122.05,3050.0,40107,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
19171,9456200405,205950.0,3,1.0,970.0,11963.0,1.0,0,6,970.0,0,48,47.3776,-122.315,1210.0,11963,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19172,2420069220,209000.0,3,1.0,1320.0,3954.0,1.5,0,6,1320.0,0,106,47.202,-121.994,1270.0,5184,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
19173,6381501965,430000.0,4,1.75,1890.0,6000.0,1.0,0,6,1110.0,780,71,47.7274,-122.305,1560.0,6356,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
19174,9191201325,534000.0,4,1.75,2040.0,2750.0,1.5,0,6,1260.0,780,92,47.6698,-122.3,1940.0,3750,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
19175,9547202245,735000.0,4,3.0,2370.0,3672.0,1.5,0,7,1650.0,720,102,47.678,-122.311,2140.0,4182,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19176,1924069115,873000.0,3,2.25,2720.0,54450.0,2.0,0,10,2720.0,0,21,47.5473,-122.092,3170.0,60548,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
19177,8121200970,475000.0,4,2.25,1970.0,7532.0,1.0,0,8,1390.0,580,35,47.7219,-122.109,1970.0,8248,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
19178,323049176,325000.0,3,1.75,2180.0,10230.0,1.0,0,7,1090.0,1090,57,47.5158,-122.281,2130.0,7200,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
19179,826079047,500000.0,3,2.25,2990.0,216057.0,2.0,0,9,2990.0,0,24,47.754,-121.942,2840.0,215622,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
19180,8078550610,279000.0,4,2.75,2180.0,8475.0,1.0,0,7,1330.0,850,31,47.4045,-122.174,1500.0,7140,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19181,3904930530,350000.0,3,2.0,1440.0,5469.0,1.0,0,8,1440.0,0,30,47.5753,-122.017,1980.0,6198,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
19182,7504020970,660000.0,4,2.25,3180.0,13653.0,2.0,0,9,3180.0,0,40,47.6316,-122.05,2910.0,12350,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
19183,8642600090,324950.0,2,1.5,1643.0,14616.0,1.0,1,7,1643.0,0,64,47.3973,-122.312,2270.0,9940,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19184,2239000011,500000.0,4,2.0,1530.0,7816.0,1.0,0,7,1530.0,0,63,47.7309,-122.332,1480.0,7816,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
19185,9382200121,187300.0,2,1.0,1310.0,7697.0,1.0,0,6,850.0,460,68,47.4982,-122.348,1270.0,6410,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
19186,7942601475,345600.0,5,3.5,2800.0,5120.0,2.5,0,9,2800.0,0,115,47.6059,-122.31,1780.0,5120,12,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
19187,7375300100,400000.0,3,1.5,1510.0,7642.0,1.0,0,7,1510.0,0,59,47.5978,-122.116,2180.0,8357,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
19188,7974200457,935000.0,5,3.0,2700.0,5001.0,2.0,0,10,2700.0,0,9,47.6811,-122.288,1610.0,5191,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
19189,923059206,374000.0,4,1.75,2220.0,15600.0,1.0,0,7,1140.0,1080,55,47.492,-122.166,1670.0,4800,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19190,782700150,328000.0,3,1.75,1440.0,45302.0,2.0,0,7,1440.0,0,41,47.7078,-121.915,2080.0,49658,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
19191,2144800146,257500.0,3,2.0,1300.0,9334.0,1.0,0,7,1300.0,0,37,47.4865,-122.238,2210.0,9636,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19192,1337800220,1000000.0,4,2.5,2230.0,3600.0,2.0,0,8,1630.0,600,112,47.6304,-122.309,2410.0,4800,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19193,3530410081,216500.0,2,1.75,1390.0,4482.0,1.0,0,8,1390.0,0,38,47.3785,-122.32,1390.0,4680,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19194,1525059198,1129575.0,3,2.25,2760.0,40946.0,2.0,0,10,2760.0,0,40,47.6501,-122.164,3030.0,42253,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19195,8665000040,360000.0,4,2.5,3200.0,7282.0,2.0,0,9,3200.0,0,11,47.4318,-122.286,3030.0,7290,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19196,5016001619,699999.0,3,0.75,1240.0,4000.0,1.0,0,7,1240.0,0,50,47.6239,-122.297,1460.0,4000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
19197,826069184,535000.0,3,2.5,1960.0,47044.0,2.0,0,8,1960.0,0,40,47.7573,-122.07,2020.0,29004,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
19198,123039147,464950.0,3,2.0,2190.0,19800.0,1.0,0,7,2190.0,0,24,47.5106,-122.365,1640.0,9719,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
19199,8089510150,925000.0,4,2.5,3540.0,18168.0,2.0,0,10,3540.0,0,22,47.5441,-122.131,4130.0,11180,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
19200,8818400450,930000.0,3,3.25,2640.0,4080.0,2.0,0,9,1840.0,800,106,47.6636,-122.326,1990.0,4080,17,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
19201,6324000115,727500.0,3,2.0,2660.0,5000.0,1.5,3,8,1940.0,720,108,47.5829,-122.382,2270.0,5000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
19202,1133000694,325000.0,4,1.75,1670.0,9500.0,1.0,0,7,1670.0,0,42,47.7254,-122.31,1620.0,9500,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
19203,4441300325,695000.0,3,3.25,3080.0,12100.0,2.0,0,8,2080.0,1000,34,47.695,-122.399,2100.0,6581,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
19204,3288301010,585000.0,4,2.75,2890.0,6825.0,1.0,0,8,1560.0,1330,45,47.734,-122.182,1900.0,10120,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
19205,8125200481,319000.0,3,2.25,1800.0,9597.0,1.0,2,7,1200.0,600,55,47.4516,-122.267,1700.0,13502,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19206,8857600540,265000.0,6,2.5,2000.0,7650.0,1.5,0,7,1790.0,210,58,47.3841,-122.288,1710.0,7650,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19207,1901600090,359000.0,5,1.75,1940.0,6654.0,1.5,0,7,1940.0,0,65,47.4663,-122.359,2300.0,9500,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
19208,1901600090,390000.0,5,1.75,1940.0,6654.0,1.5,0,7,1940.0,0,65,47.4663,-122.359,2300.0,9500,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
19209,9144300120,374500.0,3,1.0,960.0,9531.0,1.0,0,7,960.0,0,49,47.7619,-122.162,1670.0,9250,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19210,3401700031,661000.0,2,1.5,1750.0,46173.0,2.0,0,8,1750.0,0,54,47.7397,-122.126,2220.0,42224,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
19211,5332200375,900000.0,3,2.5,2320.0,5000.0,2.0,0,8,1620.0,700,111,47.6278,-122.292,2160.0,5000,24,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
19212,8582400015,600000.0,5,2.5,2380.0,8204.0,1.0,0,8,1540.0,840,61,47.7,-122.287,2270.0,8204,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
19213,4131900042,1129575.0,5,4.25,6490.0,10862.0,2.0,3,10,3940.0,2550,27,47.5728,-122.205,3290.0,14080,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
19214,3964400120,512500.0,4,1.75,1620.0,4240.0,1.5,0,7,1620.0,0,102,47.5746,-122.311,1450.0,4240,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19215,2212600040,229500.0,3,1.75,1770.0,33224.0,1.0,0,8,1770.0,0,50,47.3377,-122.194,1690.0,22069,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
19216,8562750300,589000.0,3,2.5,2320.0,5663.0,2.0,0,8,2320.0,0,15,47.539,-122.07,2500.0,4500,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
19217,2705600067,539950.0,3,2.5,1330.0,2183.0,3.0,0,8,1330.0,0,4,47.6987,-122.365,1310.0,5000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
19218,3023049143,640000.0,4,2.5,3420.0,21344.0,2.0,0,9,3420.0,0,16,47.45,-122.334,2110.0,21344,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
19219,8944300110,218250.0,3,1.0,1270.0,7344.0,1.0,0,7,970.0,300,51,47.305,-122.371,1290.0,7300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19220,7277100395,675000.0,4,3.5,2550.0,3600.0,2.0,2,8,1880.0,670,21,47.7709,-122.39,2090.0,6000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
19221,9407001830,338000.0,5,2.0,1860.0,9000.0,2.0,0,7,1860.0,0,38,47.4484,-121.772,1390.0,9752,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
19222,4406000620,231750.0,3,1.0,1020.0,7615.0,1.0,0,7,1020.0,0,37,47.4292,-122.152,1470.0,9515,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
19223,2414600366,199900.0,1,1.0,720.0,7140.0,1.0,0,6,720.0,0,88,47.5119,-122.339,1140.0,7577,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
